TAZ,Commodity,Quantity
725,Retail Space,15026
10056,Single Family Detached Residential Economy,36855
19534,Spaced Rural Residential Economy,21530
846,Multi-Family Residential Economy,14312
14609,Multi-Family Residential Economy,30589
7602,Religious Space,23200
9980,Single Family Attached Residential Economy,4126
18539,Spaced Rural Residential Economy,6777
17716,Depot Space,42936
12539,Single Family Detached Residential Economy,42611
14500,Single Family Detached Residential Economy,16087
22658,Single Family Detached Residential Economy,53129
9529,Single Family Detached Residential Economy,150162
15322,Spaced Rural Residential Economy,18609
12071,Single Family Detached Residential Economy,168220
5953,Multi-Family Residential Economy,348688
21390,Retail Space,1158
11019,Government Operations Space,19600
6264,Recreation Space,100000
13866,Single Family Detached Residential Economy,25613
10218,Hotel Space,20547
20334,Spaced Rural Residential Economy,14567
8895,Single Family Detached Residential Economy,180626
17083,Single Family Detached Residential Economy,55495
6007,Primary Schools,3241
10566,Light Industrial Space,62514
6587,Multi-Family Residential Economy,14363
554,Single Family Attached Residential Economy,46744
269,Single Family Detached Residential Economy,3748
17575,Single Family Attached Residential Economy,2932
4149,Single Family Detached Residential Economy,92989
9327,Single Family Detached Residential Economy,27292
12691,Spaced Rural Residential Economy,44899
16544,Retail Space,4325
13463,Single Family Attached Residential Economy,36884
18805,Spaced Rural Residential Economy,6116
1575,Multi-Family Residential Economy,6612
11295,Light Industrial Space,52173
7221,Multi-Family Residential Economy,15768
986,Single Family Attached Residential Economy,17865
11703,Single Family Detached Residential Economy,222932
5476,Single Family Detached Residential Economy,19849
4180,Secondary Schools,7704
18555,Multi-Family Residential Economy,116698
1261,Primary Schools,46977
2209,Multi-Family Residential Economy,6752
2503,Light Industrial Space,4698
352,Single Family Attached Residential Economy,35472
18078,Single Family Detached Residential Economy,49979
9422,Single Family Detached Residential Economy,4968
7515,Single Family Attached Residential Economy,11857
2375,Multi-Family Residential Economy,10630
22889,Single Family Attached Residential Economy,12252
7983,Single Family Attached Residential Economy,2642
18712,Single Family Detached Residential Economy,22466
2366,Single Family Detached Residential Economy,4221
11031,Multi-Family Residential Economy,60010
2843,Multi-Family Residential Economy,183158
18241,Primary Schools,51913
12014,Primary Schools,48974
17444,Single Family Detached Residential Economy,44060
4315,Single Family Detached Residential Economy,54697
20661,Single Family Detached Residential Economy,7753
10108,Spaced Rural Residential Economy,20683
6226,Multi-Family Residential Economy,128792
22255,Single Family Attached Residential Economy,1684
2142,Light Industrial Space,6230
1016,Religious Space,3796
15432,Hotel Space,10000
7274,Hotel Space,10000
1824,Single Family Attached Residential Economy,39458
1573,Single Family Detached Residential Economy,41131
14234,Single Family Detached Residential Economy,164666
17451,Single Family Detached Residential Economy,66770
1105,Single Family Detached Residential Economy,33996
18930,Multi-Family Residential Economy,282632
2584,Multi-Family Residential Economy,63200
19166,Spaced Rural Residential Economy,1601
15713,Multi-Family Residential Economy,308144
22383,Spaced Rural Residential Economy,7550
14693,Spaced Rural Residential Economy,3710
14068,Single Family Detached Residential Economy,15334
13591,Spaced Rural Residential Economy,17389
17285,Single Family Detached Residential Economy,158734
19246,Single Family Detached Residential Economy,226752
21749,Spaced Rural Residential Economy,3317
10485,Primary Schools,40990
20945,Government Operations Space,12996
471,Single Family Detached Residential Economy,9921
663,Single Family Attached Residential Economy,13283
7145,Retail Space,7500
19018,Retail Space,257616
18719,Single Family Detached Residential Economy,17731
2672,Retail Space,5000
6846,Single Family Detached Residential Economy,84106
14552,Multi-Family Residential Economy,55766
10063,Single Family Detached Residential Economy,80834
22566,Office Space,50663
4174,Post-Secondary Institution Space,862802
637,Single Family Detached Residential Economy,10265
2838,Retail Space,1340
7779,Retail Space,55819
12907,Single Family Detached Residential Economy,241130
18085,Single Family Detached Residential Economy,35191
1739,Single Family Detached Residential Economy,66390
18859,Single Family Detached Residential Economy,24997
10452,Single Family Detached Residential Economy,65194
1731,Primary Schools,97814
1796,Single Family Detached Residential Economy,127781
18142,Single Family Detached Residential Economy,48256
19736,Single Family Attached Residential Economy,4912
2705,Multi-Family Residential Economy,29500
2347,Single Family Detached Residential Economy,32378
3612,Retail Space,11147
14054,Single Family Attached Residential Economy,10345
5896,Single Family Attached Residential Economy,50796
20977,Retail Space,5857
5345,Single Family Attached Residential Economy,10343
19125,Single Family Detached Residential Economy,90771
3890,Multi-Family Residential Economy,36678
13971,Single Family Attached Residential Economy,18728
19685,Multi-Family Residential Economy,2804
14030,Single Family Detached Residential Economy,13953
5262,Single Family Attached Residential Economy,3281
1043,Single Family Detached Residential Economy,20345
22136,Spaced Rural Residential Economy,21460
9752,Single Family Detached Residential Economy,11323
14590,Multi-Family Residential Economy,22320
22053,Spaced Rural Residential Economy,11548
18491,Single Family Detached Residential Economy,109129
2145,Single Family Detached Residential Economy,12487
10303,Single Family Detached Residential Economy,24759
19534,Single Family Attached Residential Economy,8216
2942,Government Operations Space,8000
8217,Religious Space,7500
13344,Spaced Rural Residential Economy,60498
12425,Light Industrial Space,126500
7579,Light Industrial Space,40100
3804,Military Residential (Non GQ),69562
967,Single Family Attached Residential Economy,14627
15322,Single Family Attached Residential Economy,2472
5226,Primary Schools,70961
22905,Single Family Detached Residential Economy,224307
14747,Single Family Detached Residential Economy,105026
9132,Spaced Rural Residential Economy,13318
18565,Office Space,2621
884,Single Family Attached Residential Economy,69695
333,Single Family Attached Residential Economy,22112
17758,Spaced Rural Residential Economy,2526
6651,Multi-Family Residential Economy,381465
5392,Primary Schools,41798
10295,Multi-Family Residential Economy,262501
17124,Spaced Rural Residential Economy,28299
250,Single Family Attached Residential Economy,34942
5457,Single Family Detached Residential Economy,151777
5984,Multi-Family Residential Economy,31528
3555,Multi-Family Residential Economy,1214
14016,Single Family Attached Residential Economy,80917
20771,Spaced Rural Residential Economy,5882
7032,Hotel Space,36616
15830,Spaced Rural Residential Economy,14755
20426,Single Family Detached Residential Economy,48671
9543,Single Family Attached Residential Economy,6575
395,Single Family Detached Residential Economy,10111
2522,Light Industrial Space,18350
11022,Active Park Space,12732
8230,Retail Space,87509
12102,Single Family Detached Residential Economy,142696
3914,Single Family Detached Residential Economy,2417
7406,Multi-Family Residential Economy,1314
14860,Government Operations Space,58259
19028,Single Family Attached Residential Economy,2688
3446,Single Family Detached Residential Economy,13821
2787,Religious Space,2500
17475,Single Family Detached Residential Economy,10267
2385,Single Family Detached Residential Economy,3401
5179,Retail Space,30709
2394,Multi-Family Residential Economy,2056
15046,Single Family Detached Residential Economy,80174
8819,Single Family Detached Residential Economy,285504
1917,Single Family Detached Residential Economy,48516
2625,Office Space,41938
9277,Secondary Schools,190342
3695,Single Family Attached Residential Economy,44520
17719,Light Industrial Space,294798
7397,Single Family Detached Residential Economy,40860
11065,Single Family Attached Residential Economy,43118
7069,Retail Space,120000
19374,Multi-Family Residential Economy,61450
27,Single Family Detached Residential Economy,136320
2596,Retail Space,13895
15914,Government Operations Space,7500
13033,Spaced Rural Residential Economy,87863
15462,Spaced Rural Residential Economy,154797
13755,Single Family Attached Residential Economy,9448
10087,Single Family Detached Residential Economy,13157
6059,Post-Secondary Institution Space,47936
17147,Retail Space,16158
3185,Single Family Detached Residential Economy,59807
143,Multi-Family Residential Economy,11819
6236,Single Family Detached Residential Economy,65154
18897,Single Family Detached Residential Economy,63131
12170,Government Operations Space,5000
3807,Single Family Detached Residential Economy,90859
7546,Single Family Attached Residential Economy,3016
21203,Spaced Rural Residential Economy,9103
12487,Single Family Attached Residential Economy,73744
22619,Hotel Space,264544
5676,Office Space,36706
21564,Spaced Rural Residential Economy,11639
20976,Government Operations Space,5000
2076,Multi-Family Residential Economy,4080
8978,Multi-Family Residential Economy,65697
19372,Single Family Detached Residential Economy,1540
5597,Retail Space,131238
4282,Single Family Detached Residential Economy,6116
4378,Hotel Space,286881
1855,Single Family Attached Residential Economy,1255
